Q189599	基思·理查兹
Q15781996	阿兰·吉沙尔代
Q14943164	阿兰·施耐德
Q17355381	蘇菲·馬修
Q16855047	朱利安·罗什迪
Q11509930	大學 里尔 校园2
Q1054816	莫斯科国立语言大学
Q20993816	路易斯·科尔德菲
Q19630141	娜歐蜜·賽格莉歐
Q3151958	里爾政治學院
Q4303894	莫斯科大劇院
Q8323731	让-皮埃尔·达诺
Q4455404	西拉尔皮·德尔涅尔谢相
Q28872760	樊尚·克里基
Q1204304	保罗·塞尚大学
Q1109135	歐洲學院
Q27925450	Angela Vella
Q691851	那不勒斯费德里科二世大学
Q29052775	皮埃尔·克鲁斯
Q3578434	勃根地商學院
Q36296866	伊利亞娜·魯伯特
Q304872	佩皮尼昂大学
Q27205804	讓·皮耶爾松
Q57220350	基妮·吉特
Q42790984	伯努瓦·普里厄
Q3152528	奥弗涅信息学院
Q45569479	Nicolas Tenoux
Q752663	代尔夫特理工大学
Q60590137	艾瑪·麥基
Q503424	利兹大学
Q475504	阿尔多瓦大学
Q29934221	帕特里克·斯特尔佐达
Q47118715	克莱门特·维克托罗维奇
Q2302586	艾克斯-马赛大学
Q29866490	卡特琳·巴尔巴鲁
Q50736453	桑迪道芬
Q2583993	国立高等电力技术、电子学、计算机、水力学与电信学校
Q612648	布莱兹·帕斯卡大学
Q55649583	亚历山大·贝纳拉
Q3551576	克莱蒙大学
Q55955572	安娜·穆邦加
Q23120599	尼娜·加索安
Q995265	布林莫爾學院
Q153006	柏林自由大学
Q3269133	圣西尔军事高中
Q25906162	蒂博·瓦莱特
Q30728915	阿米西姆
Q1968395	法国南特高等商学院
Q33230494	阿涅丝·帕尼耶-吕纳谢
Q49418481	丹尼斯·戈尔
Q28026713	Roxane Bret
Q1139065	普罗旺斯地区艾克斯政治大学
Q459026	雷恩第二大學
Q24568979	讓-皮埃爾·雨果
Q64373817	伊丽莎白·莫雷诺
Q317070	曼海姆大学
Q23638664	鲁道夫·巴兰古
Q622906	贡比涅技术大学
Q568554	Caen Normandie
Q52328319	罗曼·尼科利
Q186638	凡尔赛大学
Q50926324	玛丽·拉斯查
Q55038	柏林艺术大学
Q84784869	弗朗索瓦一世高级中学
Q57260912	丹尼斯·库维
Q273604	卡尚高等师范学校
Q50190150	亨利·吉恩
Q50862318	阿诺·贝尔特拉姆
Q1665124	巴黎高等商业学院
Q500606	南佛罗里达大学
Q3577873	法國步兵學校
Q3577872	炮兵應用學校
Q8077979	法国国家宪兵学校
Q273560	国立法官学校
Q494247	鲁昂-诺曼底大学
Q30303361	古斯塔夫·里博
Q895796	恩斯特·布什戏剧学院
Q23675923	聯伯爾
Q183213	高等科学技术学院
Q55413006	法比安·沃尔弗隆
Q174335	国立民用航空学院
Q24035188	简·赫特
Q876640	市立維也納音樂藝術大學
Q50694444	亞歷山大·阿邦蘇爾
Q3578052	联合兵种军事学校
Q64776749	弗蕾尔·格夫里尔
Q1198571	尼斯大學
Q59822036	弗雷德里克·施耐德
Q59232977	马蒂尔德·奥利维耶
Q56449034	雅克玛丽瓦斯林
Q2511322	法国高级中学
Q60161852	克里斯蒂安·罗德里盖兹
Q59333939	莫里斯·霍恩
Q73275930	朱利安·梅尼埃勒
Q13378080	護理教育學
Q65137473	比阿特丽斯·德拉·波拉耶
Q56310303	赛勒斯·北
Q1420038	皇后大學
Q238101	明尼苏达大学
Q80590332	克洛·莫林
Q84566823	玛丽·皮埃尔·布西耶
Q62107409	杰夫·克拉维尔
Q55849612	巴黎西岱大学
Q75963201	伊里斯·布雷
Q838330	威斯康星大学麦迪逊分校
Q72378229	奥贝琳·菲利索
Q10159	里昂高等师范学校
Q59148793	艾琳
Q1430113	法国巴黎东方语言文化学院
Q980688	巴黎第十二大学
Q487556	雪梨大學
Q86589732	戴维·锡永
Q13334	奥尔良大学
Q2945538	高級軍事研究中心
Q33142338	埃玛纽埃勒·瓦贡
Q106062676	让-马里·贡蒂尔
Q1235608	巴黎第七大学
Q88537445	玛格丽特·塞律西埃
Q2582507	朗松學院
Q101438674	埃米莉·奥塞尔
Q105455500	卡琳·贝卡
Q106827222	阿莱丝·卡隆吉
Q49212	得克萨斯农工大学
Q100451506	萨米埃尔·帕蒂
Q112537167	尼古拉斯卡罗
Q726595	雷恩第一大學
Q107340019	羅曼·卡儂納
Q1276963	聖心大學
Q108863490	安娜·图马佐夫
Q1664755	图卢兹政治学院
Q110438569	凯瑟琳施奈德
Q115755104	波費亞
Q108841249	萨宾·奥伯特
Q88311705	娜塔利亚·科斯米娜
Q945876	格勒諾勃大學
Q3151967	史特拉斯堡大學政治學院
Q116115096	帕斯卡尔·阿姆西里
Q1273188	圖盧茲第三大學
Q106844424	Roman Krakovsky
Q31392	布拉迪斯拉發夸美紐斯大學
Q106674029	拉斐尔·罗塞洛
Q115755249	莫珊嵐
Q5613717	广州美术学院
Q118877217	扬·托皮克
Q1378099	欧洲大学学院
Q112088556	芭芭拉·科内特
Q1538727	昂熱大學
Q108265525	玛丽·帕特欧莱特
Q110149419	菲利普·阿德瓦尼
Q696672	逢甲大學
Q97035267	米歇尔·布里翁
Q115639234	柯蕾
Q104290632	伯纳德·雷塔利
Q96761450	洛琳·莱莫
Q2281517	四川大学
Q3577933	高等信息与通信科技学校
Q3486229	歐洲知識經濟與管理學院
Q86369125	玛依拉·施米特
Q110475938	摩根图尔
Q115773020	马克多艾尔
Q2109623	圣叙尔皮斯讲堂
Q93251534	狄百彥
Q43406	國立清華大學
Q700758	沙爾大學
Q259388	南特大学
Q7676308	國立臺北藝術大學
Q2496149	蘭斯皇家學院
Q49117	宾夕法尼亚大学
Q3268622	雷恩夏多布里昂高级中学
Q110536558	夏洛特·尼科莱特
Q113459763	梁兆熙
Q16507803	巴黎服装工会学院
Q116994438	盖坦·德·奥森维尔
Q88464769	文森特·蒙特内罗
Q57191	汉斯·阿道夫·克雷布斯
Q492318	阿拉巴马大学
Q1795492	不列颠尼亚皇家海军学院
Q691283	剑桥大学圣约翰学院
Q73079	牛津大学三一学院
Q7592283	聖奧爾本斯公校
Q224372	I·J·古德
Q35794	剑桥大学
Q253314	布賴恩·巴特沃斯
Q34433	牛津大学
Q192088	伊顿公学
Q3358331	奥多中学
Q153987	弗赖堡大学
Q523926	皇家戏剧艺术学院
Q128497	牛津大学圣休学院
Q39476	艾玛·沃森
Q780745	牛津大學伍斯特學院
Q232212	特蕾西·舍瓦利耶
Q616591	欧柏林学院
Q106494	康斯坦丁·诺沃肖洛夫
Q1367256	莫斯科物理技术学院
Q165980	维也纳大学
Q173061	西德·巴雷特
Q2934669	坎伯韦尔艺术学院
Q310089	史肯达·凯恩斯
Q956501	剑桥大学彭布罗克学院
Q298213	西尔维娅·潘克赫斯特
Q15244503	曼徹斯特藝術學校
Q1247544	威斯敏斯特大學
Q9391	路德维希·维特根斯坦
Q332342	剑桥大学三一学院
Q58978	马克斯·玻恩
Q206702	苏黎世大学
Q81173	牛津大学艾克赛特学院
Q459506	布里斯托尔大学
Q184337	戈弗雷·哈罗德·哈代
Q47780	薩哈·哈帝
Q634951	建築聯盟學院
Q1146700	剑桥大学耶稣学院
Q80884	詹姆斯·查德威克
Q230899	曼徹斯特大學
Q61735	魯道夫·佩爾斯
Q154804	莱比锡大学
Q2654767	倫敦市學校
Q295386	乔治·爱德华·摩尔
Q57475	克勞斯·富赫斯
Q156737	基尔大学
Q266205	瑪格莉·阿林漢
Q2635089	愛丁堡大學醫學院
Q295803	汤姆·希德勒斯顿
Q315658	弗羅茨瓦夫大學
Q298276	米高·辛
Q3266049	路德格罗夫学校
Q797892	剑桥大学伊曼纽尔学院
Q15869	弗雷迪·默丘里
Q5325472	伊令藝術大學
Q51985	柏林工业大学
Q78494	阿瑟·库斯勒
Q689400	维也纳科技大学
Q805285	贝利奥尔学院
Q5013946	韋瑟比學校
Q151510	海德堡大学
Q216273	圣安德鲁斯大学
Q867530	曼彻斯特维多利亚大学
Q62877	詹姆斯·哈迪·威尔金森
Q3197003	愛德華國王學校
Q310052	喬·斯特魯默
Q15208489	中央艺术学院
Q4638918	圣保罗女子学校
Q233973	約翰·波普
Q185343	马克·诺弗勒
Q5658944	哈羅學院
Q102291	弗朗西斯·阿斯顿
Q223429	伯明翰大学
Q292274	狄奧多拉
Q1624742	沃丁瀚学校
Q7752471	約克的蒙特學校
Q1045828	东英吉利亚大学
Q1195404	剑桥大学默里·爱德华兹学院
Q7170040	佩斯女子高校
Q1514480	耶鲁大学建筑学院
Q537352	萨勒姆王宫中学
Q1264867	德威士学院
Q81244	卡尔·波普尔
Q2274271	斯托尼赫斯特學院
Q7373601	英国皇家空军克伦威尔学院
Q1753535	皇家艺术学院
Q774489	牛津大學薩默維爾學院
Q7291858	倫道夫學校
Q5123771	弗里曼學校
Q193196	倫敦大學學院
Q56171	休·戴维斯
Q2962242	切尔滕纳姆女子学院
Q924289	剑桥大学国王学院
Q175969	奥布里·大卫·尼古拉斯·杰士伯·德格雷
Q1247373	哈罗公学
Q1161297	萨塞克斯大学
Q49114	布朗大学
Q114306	威靈頓公學
Q3617828	安娜·谢尔剧院
Q92774	史蒂夫·伯恩
Q245247	倫敦國王學院
Q188929	阿瑟·埃文斯
Q899030	牛津大学布雷齐诺斯学院
Q1059517	温切斯特公学
Q215444	埃里希·海勒
Q4968912	布里斯托文法學校
Q184433	安德魯·懷爾斯
Q82513	默頓學院
Q215022	亞瑟·愛丁頓
Q81087	牛津大学大学学院
Q231141	莎拉·肯恩
Q214565	碧雅翠絲·波特
Q1553864	治理
Q1538148	戈登斯敦學校
Q5105093	唱诗班学校
Q575618	桑德赫斯特皇家军事学院
Q28729082	聖彼得堡帝國大學
Q73094	牛津大学王后学院
Q7251	艾倫·圖靈
Q211588	尼克·德雷克
Q797897	剑桥大学菲茨威廉学院
Q6411530	愛德華六世國王女子高中
Q7474	羅莎琳·富蘭克林
Q1247589	剑桥大学纽纳姆学院
Q80	提姆·柏納-李
Q528231	倫敦大學金匠學院
Q4961791	雁林學校
Q540672	歐本大學
Q236829	黛安娜·韋恩·瓊斯
Q1819342	牛津大學聖安妮學院
Q7829663	陶尔哈姆莱茨学院
Q192775	格拉斯哥大學
Q1202039	皇家哈洛威学院
Q34660	喬安娜·凱薩琳·羅琳
Q1414861	艾希特大學
Q40503	阿尔玛·多伊彻
Q686522	维也纳音乐与表演艺术大学
Q5553434	哈博戴斯阿斯克男校
Q5369138	私立伊曼紐爾中學
Q1902016	馬保羅書院
Q209641	約翰·勒卡雷
Q659080	伯尔尼大学
Q214123	馬蒂亞斯·塞柏
Q797846	剑桥大学格顿学院
Q227030	马克·沙特尔沃思
Q951305	开普敦大学
Q796940	全英演藝學校
Q1244704	剑桥大学三一学堂
Q2278254	舍伯恩學校
Q151564	弗雷德里克·桑格
Q129916	哈罗德·斯科特·麦克唐纳·考克斯特
Q7593193	圣乔治学校
Q153717	弗里曼·約翰·戴森
Q171481	托尼·布鲁克斯
Q139223	彼得·马克斯韦尔·戴维斯
Q258662	奧利佛·薩克斯
Q363059	安德魯·費邊
Q312385	马特·史密斯
Q55044	慕尼黑大学
Q1516684	肯特大学
Q760967	剑桥大学克莱尔学院
Q170596	托马斯·爱德华·劳伦斯
Q81162	牛津大学莫德林学院
Q776807	莫德林学院
Q951946	牛津大学玛格莉特夫人学堂
Q312547	弗兰克·惠特尔
Q302433	理查·修斯
Q1067870	查特豪斯公學
Q81174	牛津大学耶稣学院
Q394451	艾格尼丝·阿尔伯
Q366636	弗兰克·布里奇
Q304985	皇家音乐学院
Q81170	牛津大学奥里尔学院
Q315387	弗兰克·普伦普顿·拉姆齐
Q133747	威廉·亨利·布拉格
Q4133147	英皇威廉書院
Q180338	克里斯多福·李
Q369839	匈牙利塞格德大學
Q312564	道格拉斯·黑格，第一代黑格伯爵
Q5133190	克里夫頓學院
Q81092	牛津大学万灵学院
Q123273	艾倫·迪·波頓
Q863940	岡維爾與凱斯學院
Q76823	卡爾·曼海姆
Q372697	阿德里安·博尔特
Q1341516	西敏公學
Q333968	克勞斯·羅特
Q650068	剑桥大学彼得学院
Q132805	托马斯·哈代
Q125057	理查德·弗朗西斯·伯顿
Q5683862	哈弗斯托克學院
Q189119	E·M·福斯特
Q7895368	爱丁堡大学法学院
Q192112	彼得·希格斯
Q598841	蒙纳士大学
Q394628	雷蒙·威廉斯
Q1227526	聖保羅學校 (倫敦)
Q4887508	貝嫩登學校
Q370077	約翰·斯圖爾特·貝爾
Q877925	贝尔法斯特女王大学
Q85795275	皇仁書院
Q207515	佩勒姆·格伦维尔·伍德豪斯
Q380912	尼尔·阿斯皮纳尔
Q15242531	利物浦男子高中書院
Q313693	杰拉尔德·曼利·霍普金斯
Q3560910	高門學校
Q995138	布萊恩斯頓學校
Q7373985	皇家科學院
Q104607	安德魯·赫胥黎
Q850730	格罗宁根大学
Q992830	聖塔克拉拉大學
Q152292	瓦妮莎·比克羅夫特
Q338472	布雷拉美术学院
Q74894	马丁·福勒
Q282787	戴力·渣文
Q1399299	斯萊德藝術學院
Q1255631	倫敦戲劇中心
Q204685	约翰·吉尔古德
Q7595311	圣彼得学院
Q189022	伦敦帝国学院
Q310695	达姆施塔特工业大学
Q662543	琳琪
Q836653	尚恩·懷利
Q1376987	牛津大学新学院
Q922383	第四代瑞利男爵
Q822029	強尼·邦藍
Q7375001	威尔士皇家音乐和戏剧大学
Q601617	蓋·貝瑞曼
Q3047595	爱丁堡公学
Q1240482	唐納德·戴維斯
Q472071	麥克斯·畢爾邦
Q725999	弗朗西斯·康福德
Q545677	瑪格麗特·麥克沃思，第二代朗達女子爵
Q717683	奧雅納工程顧問
Q1269766	丹麦技术大学
Q677579	基督公学
Q375606	伦敦大学伯贝克学院
Q604485	威廉·摩根·谢泼德
Q451501	史蒂芬·格里斯特·格羅佛
Q1190812	新墨西哥大學
Q667583	约翰·波尔
Q1048660	艾貢·歐羅萬
Q1064506	查爾斯·高爾頓·達爾文博士
Q951409	格奧爾格·克里澤爾
Q609709	赫爾曼·亞瑟·雅恩
Q471794	約翰·佩爾
Q909289	大卫·P·莱恩
Q515845	亞瑟·蘭塞姆
Q1143281	拉格比公學
Q2738622	索爾福德大學
Q1064881	查爾斯·霍頓
Q4272498	曼徹斯特科技大學
Q916076	布丽奇特·艾斯康那斯
Q548140	埃里克·坦普尔·贝尔
Q41506	史丹佛大學
Q7596549	坎伯利参谋学院
Q270920	皇家艺术研究院
Q451721	阿尔布雷希特·弗勒利希
Q2586679	慕尼黑维特尔斯巴赫文理中学
Q730190	克里斯·哈曼
Q1037579	艾利克·沃克
Q667683	约瑟夫·韦德伯恩
Q714717	剑桥大学基督学院
Q713489	大衛·凱利
Q7206472	帕克林顿学校
Q4879170	貝德福德現代學校
Q49205	衛斯理學院
Q909884	埃德蒙·泰勒·惠特克
Q6747415	曼彻斯特文法学校
Q726699	埃德蒙·岡特
Q745967	牛津大学基督堂学院
Q950764	詹姆斯·亞歷山大·格倫
Q539878	休·亞歷山大
Q452074	格蕾丝·奇斯霍姆·杨
Q131252	芝加哥大学
Q5576780	戈多芬學校
Q945633	喬治·本傑明
Q534624	阿爾弗雷德·楊
Q219563	華盛頓大學
Q557758	皮爾斯·斯特凡·歐米拉
Q822036	威爾·查恩
Q160302	爱丁堡大学
Q706762	約翰·達克沃斯爵士，第一代男爵
Q186285	哥本哈根大学
Q655736	威廉·華萊士
Q1144673	英國皇家音樂學院
Q725974	阿什利·蒙塔古
Q655293	埃爾諾·戈德芬格
Q7756751	珀斯中學
Q7374229	皇家文法学校
Q1698330	帕特里克·杜·瓦爾
Q1336298	法蘭西斯·湯瑪士·培根
Q1699680	約翰·克蘭克
Q7373991	英國皇家外科學院 Royal College of Surgeons of England
Q925037	湯姆斯·利特爾·希思
Q957661	喬治·愛德華·佩勒姆·巴克斯
Q1108641	羅素·佩奇
Q1382531	约翰·哈默斯利
Q7445151	赛德伯中学
Q1507199	丹戈費爾德
Q81090	牛津大学赫特福德学院
Q3179505	薩爾瓦多大學
Q3760670	乔治·沃森学院
Q610999	飛龍學校
Q901909	喬治·巴格
Q888009	鲍博·杰索普
Q1246461	特奧多爾·埃斯特曼
Q1191104	馬穆杜克·皮克索
Q1260893	阿历克斯·杰宁斯
Q865528	华威大学
Q1699594	约翰·查理·伯基尔
Q1333118	理查德·艾欧阿德
Q256754	剑桥大学圣凯瑟琳学院
Q1605890	施本納
Q924510	喬治·奈維爾·沃森
Q463895	杰西斯·罗宾逊
Q6411505	愛德華七世國王學校
Q4748473	安普利弗斯学院
Q704954	利奥·贝克
Q680304	路易絲·溫莎女爵
Q5566738	格拉斯哥学院
Q466055	戈登·魏齊曼
Q3967641	雅士谷聖瑪麗學校
Q436096	欧内斯特·威廉·霍布森
Q327167	库尔特·马勒
Q50662	法兰克福大学
Q544338	拉爾夫·福勒
Q458393	杜倫大學
Q427319	安德拉斯·希夫
Q163016	路易斯·弗萊·理查德森
Q4943906	布薩姆學校
Q7588167	雅士谷聖喬治學校
Q485298	吉蓮·安德森
Q1179603	德保罗大学
Q361981	拉塞爾·T·戴維斯
Q351075	亚当·图兹
Q465700	希拉里·曼特尔
Q431402	精靈國度
Q6382148	肯恩大學
Q837164	纽卡斯尔大学
Q49115	康奈尔大学
Q573164	安東尼·達德·曼托
Q936354	丹麥國家電影學校
Q7593194	聖喬治學校 (溫莎城堡)
Q436569	愛德蒙·斯通納
Q164566	巴里·坎利夫
Q5694214	希瑟塘學校
Q354335	哈里森·伯特威斯尔
Q2150089	林壽宇
Q1655608	伊恩·麥克內斯
Q385471	倫敦音樂與戲劇藝術學院
Q1738091	基思·斯图尔特森
Q2424937	尼克·巴頓
Q1632282	約翰·麥克納滕·惠特克
Q5445986	费蒂斯公学
Q6845991	迈克尔·巴蒂
Q3266397	弗拉·菲
Q6456556	L.M. 米尔恩-汤姆森
Q536282	剑桥大学科珀斯克里斯蒂学院
Q1490782	珀西·亞歷山大·麥克馬洪
Q1573631	烏烈芝皇家軍事學院
Q6257528	约翰·希尔曼
Q734266	科陶德藝術學院
Q2976150	约翰·杰克逊
Q1541237	塞里格·布羅德斯基
Q7153872	保罗·萨克里夫
Q6254052	約翰·羅納德·沃默斯利
Q2086191	菲利普·格雷夫斯
Q5639263	赫爾利伯略行政管理學校
Q2007778	西伦敦大学
Q2885251	伊丽莎白·詹宁斯
Q7526900	喬治·蒙諾克斯爵士書院
Q3121667	蓋伊·科伯恩·羅布森
Q1391861	威廉·托马斯·塔特
Q5505033	弗里茨·厄塞爾
Q7383091	露絲·林登貝爾
Q3073935	弗洛朗斯·艾达·布朗
Q7026367	尼古拉斯·韦德
Q5344148	愛德華·林福特
Q2852995	安東尼·沃勒
Q448807	英国国立电影电视学院
Q6612761	R·F·帕特里克·克罗宁
Q7367016	罗莎·贝丁顿
Q7925932	维克托·戈尔德
Q1754999	阿瑟·内瑟科特
Q1359909	基思·德夫林
Q1520323	詹姆斯·賓尼
Q7363927	朗·鶴
Q967165	約克大學
Q2075967	彼得·拉特克利夫
Q7066638	諾威爾邁爾斯
Q5534531	杰弗里·科林·謝潑德
Q765642	剑桥大学女皇学院
Q5763371	以色列·古蘭奇
Q6899969	莫妮卡·格雷迪
Q12193601	萨曼莎·穆雷·莎兰
Q309350	西北大學
Q6240490	J.O. 汉威克
Q220144	倫敦大學亞非學院
Q5460735	弗洛倫斯·南丁格爾·大衛
Q813868	貝德福學院 (倫敦)
Q170027	倫敦大學
Q6763507	玛丽莲·巴特勒
Q1465651	牛津大學聖希爾達學院
Q2976632	克勞德·布坎南·提斯赫
Q3531508	坦布里奇學校
Q9328888	胡國興
Q3430720	理查·丁布
Q6858340	米尔·希尔学校
Q3099597	盖文·米勒
Q4218660	巴基斯坦陸軍指揮參謀學院
Q6760312	瑪格麗‧佩勒姆
Q157412	格雷律師學院
Q15253416	米爾菲爾德學校
Q7125188	佩斯利文法學校
Q2575649	伊莉莎伯·弗林克
Q860450	切爾西藝術與設計學院
Q467269	切尔滕纳姆书院
Q3439758	赛维尔友谊学校
Q1156348	鮑磊
Q1814785	诺曼·博里特
Q6115081	杰克·沙德博尔
Q1458113	维多利亚大学
Q2265709	乔治·弗兰普顿
Q1226763	拔萃男書院
Q8018638	威廉·斯皮奇利
Q3011054	D. G.錢珀瑙恩
Q965379	羅拔·摩利
Q875637	威廉與瑪麗學院
Q5585495	麥蘊利
Q6253647	約翰·昆比
Q6742462	Malcolm MacLeod陸軍少將
Q6437548	克里希南·古魯-穆爾蒂
Q6257827	约翰·赛德尔
Q20203377	马尔科姆·莱维特
Q16841401	多萝西·毕晓普
Q81153	牛津大学林肯学院
Q113451095	劉辰岫
Q158085	马克斯·普朗克学会
Q112136383	穆斯·阿里·汗
Q5377303	恩菲爾德文法學校
Q19520018	詹姆士·魯濱遜
Q16733347	尼克·布朗
Q714740	剑桥大学丘吉尔学院
Q14946814	约翰·艾奇逊
Q28528695	許子祥
Q1329269	沃顿商学院
Q17126514	肖恩·科爾
Q270532	阿伯丁大学
Q391028	不列顛哥倫比亞大學
Q932411	布魯內爾大學
Q12792558	安提司
Q21392979	大卫·马提尔
Q1333399	萊斯特大學
Q48936625	汪浩
Q10902182	北京大学法学院
Q57412412	伊丽莎白·A·席尔瓦
Q15142	马萨诸塞大学阿默斯特分校
Q13606242	杰西沃尔
Q7141532	帕萨迪纳市立学院
Q12787059	克劳德·尼科尔森 (英国陆军军官)
Q21165187	安德鲁·麦克迈克尔
Q16013239	祈年雅
Q5365245	埃尔斯米尔学院
Q14946885	乔纳森·麦克道尔
Q756361	大西洋書院
Q43177822	穆罕默德·艾摩西
Q823917	谢菲尔德大学
Q109117230	司徒建国
Q6410900	国王学院学校
Q122761104	马达夫拉杰·帕特沃丹
Q115588055	马洁茹
Q1352632	保羅·H·尼茲高級國際研究學院
Q4119233	牛津大学赛德商学院
Q1150105	田納西大學
Q3056813	布萊頓大學
Q14492120	阿爾諾德·羅斯
Q85194606	克萊斯汀·庫姆斯
Q6411522	爱德华六世国王社区学院
Q5302478	多佛學院
Q15990084	瓊·克拉克
Q112613823	Luxeria
Q2503809	金士頓大學
Q63386649	詹姆斯·考伯垂
Q21997525	范潔恩
Q108135701	扎拉·卢瑟福
Q7595505	溫徹斯特聖斯威森學院
Q7894637	聖馬可和聖約翰大學
Q653483	牛津大學李納克爾學院
Q2974556	旧金山城市学院
Q59495549	詹姆斯·拉蒙特
Q283501	IE大学
Q13569883	杰克·斯梅特赫斯特
Q28216818	克里斯托弗·斯蒂尔
Q904416	教育研究院
Q1256981	旧金山州立大学
Q15909741	蔣友梅
Q1727138	洛杉磯市立學院
Q42115842	马修·法尔德
Q15710330	大衛·巴克
Q1745633	赫特福德大学
Q119846417	蒂姆·马尔丁
Q28382536	鲁思·梅斯
Q6039897	劍橋天文研究所
Q4954524	布萊菲爾德學院
Q17987425	尼尔·哈德森
Q7115449	牛津戏剧学院
Q15436290	保罗·巴雷特
Q3300281	哈利·皮特
Q5231203	戴维·贝茨
Q2536772	W·W·索耶
Q3300241	莫琳·克里夫
Q4758888	魏安
Q7373798	皇家貝爾法斯特學院
Q3484386	密頓,
Q4833229	何弢
Q49166	威廉姆斯学院
Q3353097	耶日·斯科利莫夫斯基 (赛艇运动员)
Q1718656	华沙理工大学
Q4179027	勞倫斯·基朔爾姆·楊
Q5076238	查尔斯·克利
Q4046107	奥克斯克克米龙
Q3182669	约翰·邓恩
Q239303	芝加哥艺术博物馆
Q5180994	克雷格·葛倫代
Q1277357	愛丁堡納皮爾大學
Q4719786	亞歷山大·歐本海默
Q4974317	貝納祺
Q2544677	沃尔特·库尔特·海曼
Q5372336	埃米莉·雷菲尔德
Q4794388	露西·威爾斯
Q7591071	聖保羅男女中學
Q3337821	尼尔·海伍德
Q4911143	比尔·汤普森
Q1026804	加州藝術學院
Q499510	利物浦大学
Q4793928	珍奈·連-克萊邦
Q6670747	伦敦女子医学院
Q4889232	本杰明·西蒙斯
Q3809107	约翰·布拉特比
Q5123253	市法學院
Q4115617	托马斯·拉尔夫·默顿
Q4964766	麥龍詩迪
Q3933220	普頓學校
Q3128016	設計學院
Q17020147	桑赫斯特皇家海軍陸戰隊學院
Q7591777	聖士提反女子中學
Q838926	英皇書院
Q7397107	嘉諾撒聖心書院
Q705905	叶永烈
Q16952	北京大学
Q683580	南京大学
Q10870085	东山学校
Q1092391	胡舒立
Q1074117	中国人民大学
Q6539107	李思忠
Q2120270	西北师范大学
Q198051	周作人
Q15954377	江南水師學堂
Q6456016	陈丽
Q1432030	吉林大学
Q495015	复旦大学
Q3496685	熊全治
Q197543	浙江大学
Q5688854	何鲤
Q1059181	方滨兴
Q632558	哈尔滨工业大学
Q15568	香港大學
Q1639969	江苏省苏州中学
Q3566046	王兵
Q5930913	鲁迅美术学院
Q138182	北京电影学院
Q3373875	北京舞蹈学院
Q2002520	西英格兰大学
Q235034	匹茲堡大學
Q1855794	余杰
Q242676	刘亦菲
Q4125933	江苏省扬州中学
Q10867867	上海市戏曲学校
Q5646682	韩松
Q1108197	武汉大学
Q3575351	张朝阳
Q49108	麻省理工學院
Q16955	清华大学
Q1069897	成思危
Q174710	加州大学洛杉矶分校
Q1604022	北京师范大学
Q1688905	交通大学
Q1144682	北京外国语大学
Q4126742	湖南第一师范学院
Q5433788	方靜
Q1765168	中国传媒大学
Q607588	刘慈欣
Q10905490	华北水利水电大学
Q5310050	杜钢建
Q614203	安徽师范大学
Q4688919	北京大学附属中学
Q20670443	北京市八一学校
Q1187271	香港理工大學
Q706349	马寅初
Q49112	耶魯大學
Q160115	艾未未
Q7490739	筲箕灣官立中學
Q2822274	中央戏剧学院
Q1339626	帕森設計學院
Q16478	王小雲
Q604470	山東大學
Q948479	袁紅冰
Q3566121	王重民
Q633818	方舟子
Q270222	密西根州立大學
Q1074103	中国科学技术大学
Q1143289	耶鲁法学院
Q6132246	辽宁大学
Q3274786	中国石油大学（北京）
Q2034790	华东师范大学
Q1101496	胡歌
Q10867892	上海市第二中学
Q5372438	巫一毛
Q705737	紐約藝術學生聯盟
Q954035	布拉德福德大学
Q7591075	聖保羅書院
Q7591082	聖保祿學校
Q7313293	中国人民大学法学院
Q2031560	天津大學
Q2382001	周龍
Q2994505	中央音乐学院
Q5975131	張伯苓
Q10940246	天津水师学堂
Q590111	华罗庚
Q65053749	扬州市东关小学
Q10872966	中国人民解放军国际关系学院
Q4126080	國立中央大學
Q10902275	北京市第十四中学
Q39920	金日成综合大学
Q4169040	段永平
Q4126571	湘乡市第一中学
Q4126639	湖南省长沙市第一中学
Q549233	許冠傑
Q5209051	戴逸
Q254204	南开大学
Q6201961	金毓嶂
Q1074097	中国地质大学
Q842512	丁光训
Q4578297	聖約翰大學
Q525169	上海交通大学
Q908515	王晓东
Q465311	王羽佳
Q13650869	皇家山大學
Q3141326	袁隆平
Q15919938	西南科技大学
Q1934544	毛新宇
Q190343	中共中央党校
Q2594644	吳紅波
Q1150437	惠灵顿维多利亚大学
Q7489128	山西大学
Q275139	方方
Q838069	林昭
Q10917222	吉林工业大学
Q382318	胡德平
Q10905478	华北大学
Q3121188	孙来燕
Q180865	多倫多大學
Q2725999	德州大學西南醫學中心
Q7488523	上海戏剧学院
Q5090805	陈进
Q16947	同济大学
Q49213	德克薩斯州大學奧斯汀分校
Q339694	莫斯科中山大学
Q274486	早稻田大学
Q5192717	崔永元
Q2381157	李枢强
Q690912	霍恩海姆大學
Q2121591	秦俊杰
Q836362	皇仁書院
Q870493	张军钊
Q462843	屠呦呦
Q43401	國立交通大學
Q60450	柯蒂斯音樂學院
Q9109321	冯唐
Q7042827	北京市第八十中学
Q10888363	倪晋仁
Q9024832	龎均
Q837873	中央美术学院
Q9298677	楊力 (作家)
Q734764	新南威尔士大学
Q9195559	李亚栋
Q28372169	香港科技學院
Q9078012	于和伟
